Empreend;Empreendimento;Regional;Marca;Bloco;Unidade;Dt de Venc; Valor ;Data base;aging;faixa;Tipo
2428;ESCRITORIOS DESIGN;São Paulo;CYRELA;01;001408;15-dez-18; 13.344,14 ;30/04/2021;897;>360;MENSAL
2428;ESCRITORIOS DESIGN;São Paulo;CYRELA;01;001408;15-nov-18; 39.332,78 ;30/04/2021;897;>360;ANUAL
2428;ESCRITORIOS DESIGN;São Paulo;CYRELA;01;001408;15-nov-18; 4.005,70 ;30/04/2021;897;>360;MENSAL
2414;WAVE OFFICE;São Paulo;CYRELA;01;000101;01-jan-15; 575.146,36 ;30/04/2021;2311;>360;FINANCIAMENTO
2414;WAVE OFFICE;São Paulo;CYRELA;01;000101;01-fev-15; 1.936,88 ;30/04/2021;2311;>360;FINANCIAMENTO
2414;WAVE OFFICE;São Paulo;CYRELA;01;000102;01-jan-15; 1.182.365,73 ;30/04/2021;2311;>360;FINANCIAMENTO
2414;WAVE OFFICE;São Paulo;CYRELA;01;000102;01-fev-15; 3.944,62 ;30/04/2021;2311;>360;FINANCIAMENTO
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;01;000502;30-abr-21; 129.403,55 ;30/04/2021;31;31 - 60;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;01;000502;30-mar-21; 129.456,69 ;30/04/2021;31;31 - 60;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000802;30-dez-20; 1.864.739,80 ;30/04/2021;121;121 - 150;UNICA
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000802;01-jan-21; 84.620,74 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000802;01-fev-21; 88.713,10 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000802;01-mar-21; 88.684,53 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000802;01-abr-21; 88.657,17 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000902;01-abr-21; 88.907,38 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000902;01-mar-21; 88.934,73 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000902;01-fev-21; 88.963,32 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000902;01-jan-21; 84.863,01 ;30/04/2021;121;121 - 150;MENSAL
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;03;000902;30-dez-20; 1.870.078,27 ;30/04/2021;121;121 - 150;UNICA
7781;RISERVA GOLF VISTA MARE RESIDENZIALE;Rio de Janeiro;CYRELA;04;001301;20-mar-21; 6.050,06 ;30/04/2021;41;31 - 60;UNICA
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-set-20; 21.231,42 ;30/04/2021;706;>360;UNICA
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-ago-20; 109,31 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-ago-20; 1.166.502,84 ;30/04/2021;706;>360;UNICA
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-jul-20; 9.468,67 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-jun-20; 9.657,23 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-mai-20; 9.720,50 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-abr-20; 9.665,52 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-mar-20; 9.834,90 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-fev-20; 9.976,74 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-jan-20; 9.841,37 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-dez-19; 10.071,56 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-nov-19; 10.031,38 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-out-19; 10.030,75 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-set-19; 10.196,12 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-ago-19; 10.163,06 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-jul-19; 10.161,07 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-jun-19; 10.280,78 ;30/04/2021;706;>360;MENSAL
3237;RESIDENCIAL DI MARANELLO;São Paulo;CYRELA;01;000021;25-mai-19; 10.371,39 ;30/04/2021;706;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-ago-20; 3.500,13 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-set-20; 3.501,47 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jul-20; 3.500,04 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jun-20; 3.498,04 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-out-20; 3.503,21 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-nov-20; 3.504,14 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-dez-20; 3.508,77 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jan-21; 3.511,49 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-fev-21; 3.517,17 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mai-20; 3.495,68 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-abr-20; 3.495,87 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mar-20; 3.494,01 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-fev-20; 3.490,42 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jan-20; 3.490,74 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-dez-19; 3.488,92 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-nov-19; 3.488,40 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-out-19; 3.488,41 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-set-19; 3.485,88 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mar-21; 3.517,36 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-abr-21; 3.519,94 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jul-16; 3.454,06 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-ago-16; 3.453,30 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-out-16; 3.451,16 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-nov-16; 3.450,73 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-dez-16; 3.451,40 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jan-17; 3.452,51 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-fev-17; 3.452,86 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mar-17; 3.453,68 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-abr-17; 3.455,15 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mai-17; 3.455,96 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jun-17; 3.457,64 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jul-17; 3.458,01 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-ago-17; 3.458,34 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-set-17; 3.459,07 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-out-17; 3.459,25 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-nov-17; 3.459,75 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-dez-17; 3.460,95 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jan-18; 3.461,77 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-fev-18; 3.462,39 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-ago-19; 3.484,16 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jul-19; 3.483,09 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jun-19; 3.481,43 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mai-19; 3.479,61 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-abr-19; 3.478,61 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mar-19; 3.478,23 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-fev-19; 3.478,55 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jan-19; 3.477,23 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-dez-18; 3.474,73 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-nov-18; 3.472,81 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-out-18; 3.472,15 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-set-18; 3.471,05 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-ago-18; 3.468,67 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jul-18; 3.467,48 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-jun-18; 3.466,99 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mai-18; 3.465,68 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-abr-18; 3.465,31 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000314;15-mar-18; 3.463,65 ;30/04/2021;1750;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-21; 2.541,24 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mar-21; 2.539,00 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-fev-21; 2.538,73 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jan-21; 2.534,15 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-dez-20; 2.531,87 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-nov-20; 2.528,22 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-out-20; 2.527,51 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-set-20; 2.526,20 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-ago-20; 2.525,06 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jul-20; 2.525,00 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jun-20; 2.523,25 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mai-20; 2.521,35 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-20; 2.521,42 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mar-18; 2.493,84 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-fev-18; 2.492,90 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jan-18; 2.492,32 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-dez-17; 2.491,63 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-nov-17; 2.490,61 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-out-17; 2.490,09 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-set-17; 2.489,94 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-ago-17; 2.489,25 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jul-17; 2.489,03 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jun-17; 2.488,48 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mai-17; 2.487,15 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-17; 2.486,35 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mar-17; 2.485,19 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-fev-17; 2.484,44 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jan-17; 2.484,11 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-dez-16; 2.483,29 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-nov-16; 2.482,44 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-out-16; 2.481,90 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-set-16; 2.481,12 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-ago-16; 2.480,29 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jul-16; 2.521,37 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jun-16; 2.520,97 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mai-16; 2.520,17 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-16; 2.518,86 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mar-20; 2.519,84 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-fev-20; 2.516,88 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jan-20; 2.517,16 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-dez-19; 2.515,65 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-nov-19; 2.515,25 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-out-19; 2.514,88 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-set-19; 2.512,96 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-ago-19; 2.511,39 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jul-19; 2.510,63 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jun-19; 2.509,03 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mai-19; 2.507,57 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-19; 2.506,67 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-abr-18; 2.495,42 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mai-18; 2.495,75 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jun-18; 2.496,67 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jul-18; 2.497,27 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-ago-18; 2.498,07 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-set-18; 2.500,22 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-out-18; 2.501,06 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-nov-18; 2.501,51 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-dez-18; 2.503,30 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-jan-19; 2.505,36 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-fev-19; 2.506,52 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000403;10-mar-19; 2.506,38 ;30/04/2021;1846;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000414;01-dez-15; 22.455,66 ;30/04/2021;1977;>360;ANUAL
3682;PLENO COMERCIAL;Norte;Living;01;000414;15-fev-16; 3.576,26 ;30/04/2021;1977;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000414;15-mar-16; 3.575,22 ;30/04/2021;1977;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000414;15-abr-16; 3.575,58 ;30/04/2021;1977;>360;MENSAL
3682;PLENO COMERCIAL;Norte;Living;01;000414;15-mai-16; 3.576,64 ;30/04/2021;1977;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-abr-15; 9.008,68 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-mar-15; 9.115,56 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-fev-15; 9.057,43 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jan-15; 9.099,78 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-dez-14; 9.004,55 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-nov-14; 9.058,59 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-out-14; 58.823,11 ;30/04/2021;2860;>360;ANUAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-out-14; 9.022,15 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-set-14; 9.032,49 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-ago-14; 9.050,59 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jul-14; 9.094,94 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jun-14; 9.119,59 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-mai-14; 9.135,48 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-abr-14; 8.942,54 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-mar-14; 9.064,81 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-fev-14; 9.042,98 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jan-14; 9.025,72 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-dez-13; 9.102,52 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-nov-13; 9.104,62 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-out-13; 59.514,01 ;30/04/2021;2860;>360;ANUAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-out-13; 8.908,20 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-set-13; 9.036,86 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-ago-13; 9.069,07 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jul-13; 8.979,74 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-mai-15; 9.056,70 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000011;01-jun-15; 9.144,01 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-abr-15; 8.996,42 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-mar-15; 9.103,13 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-fev-15; 9.044,82 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jan-15; 9.087,00 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-dez-14; 8.991,68 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-nov-14; 9.045,77 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-out-14; 70.686,09 ;30/04/2021;2860;>360;ANUAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-out-14; 9.009,10 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-set-14; 9.019,44 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-ago-14; 9.039,49 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jul-14; 8.834,62 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jun-14; 9.128,04 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-mai-14; 9.122,16 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-abr-14; 8.929,32 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-mar-14; 9.051,49 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-fev-14; 9.051,11 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jan-14; 9.012,14 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-dez-13; 9.088,83 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-nov-13; 9.090,92 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-out-13; 71.699,46 ;30/04/2021;2860;>360;ANUAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-out-13; 8.801,30 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-set-13; 9.044,69 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-ago-13; 9.076,68 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jul-13; 8.965,72 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-mai-15; 9.044,49 ;30/04/2021;2860;>360;MENSAL
7774;VITALE MOOCA;São Paulo;CYRELA;01;000012;01-jun-15; 9.131,80 ;30/04/2021;2860;>360;MENSAL
