Empreend;Empreendimento;Regional;Marca;Bloco;Unidade;Dt de Venc; Valor ;Data base;aging;faixa;Tipo
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-abr-20; 4.659,42 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;28-mai-20; 16.176,95 ;30/04/2021;365;>360;TRIMESTRAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-mai-20; 4.409,62 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-jun-20; 4.661,42 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;28-ago-20; 16.182,98 ;30/04/2021;365;>360;TRIMESTRAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-set-20; 4.737,16 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-out-20; 4.737,46 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;28-nov-20; 16.185,91 ;30/04/2021;365;>360;TRIMESTRAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-nov-20; 4.478,32 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-dez-20; 4.747,58 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-jan-21; 4.752,95 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;28-fev-21; 16.209,04 ;30/04/2021;365;>360;TRIMESTRAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;28-fev-21; 4.478,31 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-mar-21; 4.763,05 ;30/04/2021;365;>360;MENSAL
9610;DUETTO RESIDENCIAL & LAZER - DAÇÃO;Rio de Janeiro;CYRELA;01;000207;30-abr-21; 4.768,30 ;30/04/2021;365;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;03-fev-20; 810,48 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;02-jan-20; 798,68 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;02-dez-19; 785,32 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-nov-19; 776,96 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-out-19; 776,04 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;02-set-19; 764,04 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-ago-19; 750,00 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-19; 12.097,65 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-19; 12.081,38 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mai-19; 12.067,05 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-abr-19; 12.061,37 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mar-19; 12.059,99 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-fev-19; 12.061,67 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-19; 12.045,67 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-dez-18; 12.022,57 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-nov-18; 12.006,48 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-out-18; 12.004,54 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-set-18; 11.995,55 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-ago-18; 11.974,58 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-18; 11.969,64 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-set-20; 927,24 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;03-ago-20; 902,10 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-jul-20; 891,28 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-jun-20; 875,90 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;04-mai-20; 854,94 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;01-abr-20; 1.027,48 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;02-mar-20; 835,58 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-abr-16; 11.722,95 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mar-16; 11.714,94 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-fev-16; 11.710,22 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-16; 72.259,81 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-16; 11.694,82 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-dez-15; 11.681,46 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-nov-15; 11.679,08 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-out-15; 11.676,01 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-set-15; 11.665,42 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-ago-15; 11.657,66 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-15; 11.651,89 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-15; 11.639,00 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mai-15; 11.635,99 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-abr-15; 11.629,55 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mar-15; 11.619,36 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-fev-15; 11.611,93 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-15; 72.259,81 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-15; 11.601,96 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-dez-14; 11.599,76 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-nov-14; 11.593,85 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-out-14; 11.590,62 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-set-14; 11.587,25 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-ago-14; 11.582,50 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;28-jul-14; 27.436,01 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-14; 11.572,99 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;28-jun-14; 27.436,03 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-14; 11.514,93 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mai-16; 11.738,04 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-18; 11.967,02 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mai-18; 11.957,17 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-abr-18; 11.951,89 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mar-18; 11.934,83 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-fev-18; 11.921,24 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-18; 73.107,43 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-18; 11.066,33 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-dez-17; 11.907,41 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-nov-17; 11.894,65 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-out-17; 11.888,21 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-set-17; 11.887,05 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-ago-17; 11.879,05 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-17; 11.873,67 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-17; 11.868,16 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mai-17; 11.850,46 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-abr-17; 11.841,07 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-mar-17; 11.827,73 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-fev-17; 11.818,22 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-17; 72.259,77 ;30/04/2021;2516;>360;ANUAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jan-17; 11.813,78 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-dez-16; 11.803,82 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-nov-16; 11.795,09 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-out-16; 11.787,25 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-set-16; 11.778,59 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-ago-16; 11.756,90 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jul-16; 11.752,43 ;30/04/2021;2516;>360;MENSAL
8136;VITRINE UMARIZAL;Norte;CYRELA;01;000601;10-jun-16; 11.747,75 ;30/04/2021;2516;>360;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;000303;20-jul-13; 27.415,97 ;30/04/2021;2841;>360;UNICA
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;000303;20-ago-13; 101,50 ;30/04/2021;2841;>360;UNICA
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-ago-20; 9.216,00 ;30/04/2021;258;241 - 270;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-set-20; 9.230,74 ;30/04/2021;258;241 - 270;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-out-20; 9.136,23 ;30/04/2021;258;241 - 270;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-nov-20; 9.358,20 ;30/04/2021;258;241 - 270;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-dez-20; 9.265,87 ;30/04/2021;258;241 - 270;MENSAL
1267;COND. MANDARIM SALVADOR SHOPING;Nordeste;CYRELA;01;001201;15-jan-21; 9.484,40 ;30/04/2021;258;241 - 270;MENSAL
3619;ESSENCIAL ESCRITÓRIOS;ES;LIVING;01;000505;01-fev-21; 3.005,33 ;30/04/2021;88;61 - 90;MENSAL
3619;ESSENCIAL ESCRITÓRIOS;ES;LIVING;01;000505;01-mar-21; 3.019,32 ;30/04/2021;88;61 - 90;MENSAL
3619;ESSENCIAL ESCRITÓRIOS;ES;LIVING;01;000505;01-abr-21; 3.020,58 ;30/04/2021;88;61 - 90;MENSAL
3619;ESSENCIAL ESCRITÓRIOS;ES;LIVING;01;000805;20-abr-21; 2.316,51 ;30/04/2021;10;1 - 15;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-dez-19; 11.029,30 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jan-20; 11.035,33 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-fev-20; 11.033,66 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mar-20; 11.045,41 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-abr-20; 11.051,75 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mai-20; 11.051,06 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jun-20; 11.058,59 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jul-20; 11.065,53 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-ago-20; 11.065,10 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-set-20; 11.069,15 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-out-20; 11.073,84 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-nov-20; 11.075,40 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-dez-20; 11.089,70 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jan-21; 11.097,79 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-fev-21; 11.116,32 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mar-21; 11.115,54 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-abr-21; 11.123,87 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-nov-19; 11.027,58 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-dez-17; 10.563,16 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jan-18; 10.938,37 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-fev-18; 10.940,77 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mar-18; 10.944,93 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-abr-18; 10.950,67 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mai-18; 10.952,23 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jun-18; 10.956,11 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jul-18; 10.957,58 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-ago-18; 10.960,40 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-set-18; 10.969,25 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-out-18; 10.972,58 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-nov-18; 10.974,12 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-dez-18; 10.980,89 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jan-19; 10.989,44 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-fev-19; 10.994,59 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mar-19; 10.993,64 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-abr-19; 10.994,45 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-mai-19; 10.997,57 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jun-19; 11.003,54 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-jul-19; 11.009,66 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-ago-19; 11.012,65 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-set-19; 11.018,63 ;30/04/2021;1227;>360;MENSAL
8440;MANDARA LANAI - FORTALEZA;Norte;CYRELA;25;000M01;20-out-19; 11.026,91 ;30/04/2021;1227;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-nov-18; 4.278,22 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-out-18; 4.216,42 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-set-18; 4.242,72 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-18; 20.468,15 ;30/04/2021;3282;>360;ANUAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-18; 4.309,53 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jul-18; 4.231,28 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jun-18; 4.216,76 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mai-18; 4.253,81 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-abr-18; 4.225,85 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mar-18; 4.280,35 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-fev-18; 4.256,80 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jan-18; 4.235,06 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-dez-17; 4.236,68 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-nov-17; 4.262,08 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-out-17; 4.234,25 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-set-17; 4.213,30 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-17; 20.906,92 ;30/04/2021;3282;>360;ANUAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-17; 4.250,66 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jul-17; 4.237,10 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jun-17; 4.241,03 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mai-17; 4.297,51 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-abr-17; 4.252,73 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mar-17; 4.273,74 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-fev-17; 4.245,66 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jan-17; 4.225,64 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-dez-16; 4.257,81 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-nov-16; 4.251,56 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-out-16; 4.247,68 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-dez-18; 4.310,16 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jan-21; 4.370,20 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-dez-20; 4.271,22 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-nov-20; 4.318,81 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-out-20; 4.208,44 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-set-20; 4.252,56 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-20; 20.363,39 ;30/04/2021;3282;>360;ANUAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-ago-20; 4.245,24 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jul-20; 4.217,06 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-jun-20; 4.294,02 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mai-20; 4.291,62 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-abr-20; 4.215,86 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-mar-20; 4.293,57 ;30/04/2021;3282;>360;MENSAL
1328;EXCLUSIVITE MAISON RESIDENCE;Rio de Janeiro;CYRELA;01;000203;05-fev-20; 4.342,56 ;30/04/2021;3282;>360;MENSAL
