Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 563;São Paulo;8401;01;000103;07/12/2020;01/04/2024;580089,48; R$ 83.183,12 ; R$ 79.327,74 ; R$ 659.417,22 
CLIENTE 564;São Paulo;8401;01;000123;14/12/2020;01/04/2024;1680812,17; R$ 171.208,72 ; R$ 164.059,76 ; R$ 1.844.871,93 
CLIENTE 565;São Paulo;8401;01;000141;19/01/2021;01/04/2024;1155471,22; R$ 83.602,61 ; R$ 81.632,91 ; R$ 1.237.104,13 
CLIENTE 566;São Paulo;8511;01;000403;28/02/2021;01/01/2024;495735,21; R$ 180.538,32 ; R$ 175.630,14 ; R$ 671.365,35 
CLIENTE 567;São Paulo;8511;01;000404;31/12/2020;01/01/2024;833134,65; R$ 55.169,76 ; R$ 53.585,33 ; R$ 886.719,98 
CLIENTE 568;São Paulo;8511;01;000502;31/12/2020;01/01/2024;1015098,36; R$ 49.839,51 ; R$ 48.858,30 ; R$ 1.063.956,66 
CLIENTE 569;São Paulo;8511;01;000802;22/12/2020;01/01/2024;1008580,47; R$ 60.170,38 ; R$ 57.713,42 ; R$ 1.066.293,89 
CLIENTE 570;São Paulo;8511;01;000806;22/12/2020;01/01/2024;631762,74; R$ 25.746,25 ; R$ 24.792,11 ; R$ 656.554,85 
CLIENTE 571;São Paulo;8511;01;000902;22/12/2020;01/01/2024;956334,91; R$ 113.326,47 ; R$ 109.851,17 ; R$ 1.066.186,08 
CLIENTE 572;São Paulo;8511;01;000905;31/01/2021;01/01/2024;568317,49; R$ 259.077,25 ; R$ 250.536,76 ; R$ 818.854,25 
CLIENTE 573;São Paulo;8511;01;001502;22/12/2020;01/01/2024;1068613,98; R$ 68.035,55 ; R$ 65.523,67 ; R$ 1.134.137,65 
CLIENTE 574;São Paulo;8887;01;000061;29/07/2020;01/01/2023;1144888,97; R$ 104.577,24 ; R$ 97.586,15 ; R$ 1.242.475,12 
CLIENTE 575;São Paulo;8887;01;000033;30/07/2020;01/01/2023;601614,23; R$ 122.467,53 ; R$ 112.644,36 ; R$ 714.258,59 
CLIENTE 576;São Paulo;8887;01;000063;31/07/2020;01/01/2023;618442,69; R$ 121.726,53 ; R$ 113.620,44 ; R$ 732.063,13 
CLIENTE 577;São Paulo;8887;01;000031;31/07/2020;01/01/2023;1098217,66; R$ 111.028,64 ; R$ 103.977,32 ; R$ 1.202.194,98 
CLIENTE 578;São Paulo;8887;01;000133;31/07/2020;01/01/2023;127165,1; R$ 636.178,40 ; R$ 614.017,25 ; R$ 741.182,35 
CLIENTE 579;São Paulo;8887;01;000073;31/07/2020;01/01/2023;740067,82; R$ 42.778,98 ; R$ 40.624,43 ; R$ 780.692,25 
CLIENTE 580;São Paulo;8887;01;000083;31/07/2020;01/01/2023;727153,82; R$ 33.057,76 ; R$ 31.161,63 ; R$ 758.315,45 
CLIENTE 581;São Paulo;8887;01;000093;31/07/2020;01/01/2023;136120,54; R$ 570.854,47 ; R$ 518.585,98 ; R$ 654.706,52 
CLIENTE 582;São Paulo;8887;01;000163;31/07/2020;01/01/2023;383398,39; R$ 401.558,99 ; R$ 366.205,45 ; R$ 749.603,84 
CLIENTE 583;São Paulo;8887;01;000164;31/07/2020;01/01/2023;763764,48; R$ 76.961,39 ; R$ 72.337,36 ; R$ 836.101,84 
CLIENTE 584;São Paulo;8722;01;000032;31/10/2020;01/11/2023;718807,97; R$ 58.255,16 ; R$ 56.095,62 ; R$ 774.903,59 
CLIENTE 585;São Paulo;8722;01;000038;31/10/2020;01/11/2023;441085,32; R$ 239.862,24 ; R$ 227.067,12 ; R$ 668.152,44 
CLIENTE 586;São Paulo;8722;01;000045;29/10/2020;01/11/2023;487045,39; R$ 85.893,06 ; R$ 82.106,83 ; R$ 569.152,22 
CLIENTE 587;São Paulo;8722;01;000051;31/10/2020;01/11/2023;599826,1; R$ 127.490,03 ; R$ 118.907,06 ; R$ 718.733,16 
CLIENTE 588;São Paulo;8722;01;000055;30/10/2020;01/11/2023;557829,5; R$ 22.228,37 ; R$ 21.467,29 ; R$ 579.296,79 
CLIENTE 589;São Paulo;8722;01;000057;16/11/2020;01/11/2023;734649,63; R$ 58.184,67 ; R$ 55.424,08 ; R$ 790.073,71 
CLIENTE 590;São Paulo;8722;01;000058;28/10/2020;01/11/2023;711339,36; R$ 50.454,01 ; R$ 48.188,17 ; R$ 759.527,53 
CLIENTE 591;São Paulo;8722;01;000065;30/10/2020;01/11/2023;551611,53; R$ 37.411,37 ; R$ 35.783,25 ; R$ 587.394,78 
CLIENTE 592;São Paulo;8722;01;000074;31/10/2020;01/11/2023;488414,31; R$ 99.075,76 ; R$ 92.343,56 ; R$ 580.757,87 
CLIENTE 593;São Paulo;8722;01;000081;31/10/2020;01/11/2023;724516,93; R$ 96.485,94 ; R$ 93.190,21 ; R$ 817.707,14 
CLIENTE 594;São Paulo;8722;01;000087;28/10/2020;01/11/2023;742867,89; R$ 44.301,42 ; R$ 42.191,68 ; R$ 785.059,57 
CLIENTE 595;São Paulo;8722;01;000091;10/11/2020;01/11/2023;785256,3; R$ 33.521,50 ; R$ 32.511,42 ; R$ 817.767,72 
CLIENTE 596;São Paulo;8722;01;000102;29/10/2020;01/11/2023;479370,1; R$ 292.731,88 ; R$ 285.847,39 ; R$ 765.217,49 
CLIENTE 597;São Paulo;8722;01;000104;28/10/2020;01/11/2023;570714,81; R$ 34.252,68 ; R$ 32.258,66 ; R$ 602.973,47 
CLIENTE 598;São Paulo;8722;01;000115;31/10/2020;01/11/2023;556609,32; R$ 45.469,92 ; R$ 44.119,93 ; R$ 600.729,25 
CLIENTE 599;São Paulo;8722;01;000117;31/10/2020;01/11/2023;758366,93; R$ 54.892,36 ; R$ 52.463,87 ; R$ 810.830,80 
CLIENTE 600;São Paulo;8722;01;000118;30/10/2020;01/11/2023;739879,82; R$ 65.425,92 ; R$ 61.434,09 ; R$ 801.313,91 
CLIENTE 601;São Paulo;8722;01;000122;30/10/2020;01/11/2023;767696,45; R$ 58.234,28 ; R$ 55.944,29 ; R$ 823.640,74 
CLIENTE 602;São Paulo;8722;01;000128;28/10/2020;01/11/2023;603349,84; R$ 188.468,36 ; R$ 174.818,69 ; R$ 778.168,53 
CLIENTE 603;São Paulo;9876;01;000181;14/08/2020;01/07/2022;807005,19; R$ 97.894,15 ; R$ 94.151,15 ; R$ 901.156,34 
CLIENTE 604;São Paulo;8722;01;000135;29/10/2020;01/11/2023;556570,26; R$ 38.085,98 ; R$ 36.729,51 ; R$ 593.299,77 
CLIENTE 605;São Paulo;8887;01;000014;14/08/2020;01/01/2023;651462,47; R$ 73.043,58 ; R$ 67.860,23 ; R$ 719.322,70 
CLIENTE 606;São Paulo;8722;01;000151;16/11/2020;01/11/2023;799371,41; R$ 47.092,53 ; R$ 45.654,54 ; R$ 845.025,95 
CLIENTE 607;São Paulo;8722;01;000156;31/10/2020;01/11/2023;583663,16; R$ 44.114,37 ; R$ 42.623,87 ; R$ 626.287,03 
CLIENTE 608;São Paulo;8722;01;000161;16/11/2020;01/11/2023;801920,62; R$ 48.987,80 ; R$ 46.303,89 ; R$ 848.224,51 
CLIENTE 609;São Paulo;8722;01;000166;30/10/2020;01/11/2023;245449,78; R$ 348.514,65 ; R$ 337.915,64 ; R$ 583.365,42 
CLIENTE 610;São Paulo;8722;01;000171;30/11/2020;01/11/2023;805133,43; R$ 77.684,68 ; R$ 74.105,47 ; R$ 879.238,90 
CLIENTE 611;São Paulo;8722;01;000173;30/10/2020;01/11/2023;458210,15; R$ 137.667,89 ; R$ 130.885,25 ; R$ 589.095,40 
CLIENTE 612;São Paulo;8722;01;000174;28/10/2020;01/11/2023;576366,02; R$ 48.982,60 ; R$ 46.663,92 ; R$ 623.029,94 
CLIENTE 613;São Paulo;8722;01;000176;31/10/2020;01/11/2023;614076,73; R$ 20.404,36 ; R$ 19.400,12 ; R$ 633.476,85 
CLIENTE 614;São Paulo;8722;01;000185;31/10/2020;01/11/2023;604295,66; R$ 23.557,61 ; R$ 22.755,40 ; R$ 627.051,06 
CLIENTE 615;São Paulo;8722;01;000186;31/10/2020;01/11/2023;424795,2; R$ 209.080,33 ; R$ 194.463,41 ; R$ 619.258,61 
CLIENTE 616;São Paulo;8722;01;000193;16/11/2020;01/11/2023;1680812,17; R$ 131.717,50 ; R$ 124.072,67 ; R$ 1.804.884,84 
CLIENTE 617;São Paulo;8722;01;000195;24/11/2020;01/11/2023;574951,67; R$ 39.682,77 ; R$ 37.772,43 ; R$ 612.724,10 
CLIENTE 618;São Paulo;9078;01;001606;27/08/2020;01/11/2021;129344,83; R$ 240.963,11 ; R$ 219.941,44 ; R$ 349.286,27 
CLIENTE 619;São Paulo;8887;01;000154;24/09/2020;01/01/2023;753295,6; R$ 91.921,57 ; R$ 88.060,10 ; R$ 841.355,70 
CLIENTE 620;São Paulo;9078;01;000408;26/10/2020;01/11/2021;226454,54; R$ 102.168,04 ; R$ 94.870,76 ; R$ 321.325,30 
CLIENTE 621;São Paulo;9078;01;001101;30/11/2020;01/11/2021;126504,37; R$ 245.643,89 ; R$ 233.934,06 ; R$ 360.438,43 
CLIENTE 622;São Paulo;9613;01;000071;31/12/2020;01/01/2022;479996,53; R$ 134.135,33 ; R$ 128.164,21 ; R$ 608.160,74 
CLIENTE 623;São Paulo;9894;01;001102;15/11/2017;01/12/2020;356202,91; R$ 134.995,80 ; R$ 113.512,49 ; R$ 469.715,40 
CLIENTE 624;São Paulo;9894;01;002102;27/11/2017;01/12/2020;269718,28; R$ 240.700,21 ; R$ 214.329,56 ; R$ 484.047,84 
CLIENTE 625;São Paulo;9281;01;000509;31/05/2019;01/11/2021;194254,02; R$ 27.602,89 ; R$ 25.178,50 ; R$ 219.432,52 
CLIENTE 626;São Paulo;9281;01;001107;31/05/2019;01/11/2021;53895,02; R$ 176.362,39 ; R$ 159.838,64 ; R$ 213.733,66 
CLIENTE 627;São Paulo;9281;01;001109;14/06/2019;01/11/2021;63261,96; R$ 194.004,04 ; R$ 176.595,85 ; R$ 239.857,81 
CLIENTE 628;São Paulo;7506;01;000202;03/03/2021;01/12/2022;185118,53; R$ 102,91 ; R$ 101,00 ; R$ 185.219,53 
CLIENTE 629;São Paulo;7506;01;000601;18/03/2021;01/12/2022;183198,34; R$ 3.018,90 ; R$ 3.000,00 ; R$ 186.198,34 
CLIENTE 630;São Paulo;7507;01;001302;28/02/2021;01/02/2022;203658,7; R$ 101,89 ; R$ 100,00 ; R$ 203.758,70 
CLIENTE 631;São Paulo;9882;01;000806;23/09/2019;01/04/2021;241155,33; R$ 4.338,21 ; R$ 3.828,00 ; R$ 244.983,33 
CLIENTE 632;São Paulo;7804;01;000302;26/02/2021;01/06/2022;207238,59; R$ 20.559,36 ; R$ 20.000,00 ; R$ 227.238,59 
CLIENTE 633;São Paulo;7804;01;001107;14/04/2021;01/06/2022;194393,49; R$ 11.311,04 ; R$ 11.311,04 ; R$ 205.704,53 
CLIENTE 634;São Paulo;9835;01;000709;19/12/2019;01/05/2022;108293,71; R$ 185.827,91 ; R$ 170.865,77 ; R$ 279.159,48 
CLIENTE 635;São Paulo;9863;01;001812;23/12/2019;01/07/2022;157681,57; R$ 14.168,53 ; R$ 13.196,99 ; R$ 170.878,56 
CLIENTE 636;São Paulo;9835;01;000509;31/12/2019;01/05/2022;143256,91; R$ 152.374,35 ; R$ 140.931,97 ; R$ 284.188,88 
CLIENTE 637;São Paulo;7836;01;000051;29/01/2021;01/01/2023;175010,86; R$ 54.928,39 ; R$ 53.062,50 ; R$ 228.073,36 
CLIENTE 638;São Paulo;7836;01;000081;31/03/2021;01/01/2023;181412,15; R$ 65.000,00 ; R$ 65.000,00 ; R$ 246.412,15 
CLIENTE 639;São Paulo;7836;01;000101;31/10/2020;01/01/2023;225368,41; R$ 15.191,97 ; R$ 14.244,00 ; R$ 239.612,41 
CLIENTE 640;São Paulo;7836;01;000143;31/03/2021;01/01/2023;202228,4; R$ 18.570,47 ; R$ 18.226,00 ; R$ 220.454,40 
CLIENTE 641;São Paulo;9835;01;000301;31/01/2020;01/05/2022;90068,02; R$ 121.723,77 ; R$ 112.340,84 ; R$ 202.408,86 
CLIENTE 642;São Paulo;9835;01;000302;11/02/2020;01/05/2022;88220,02; R$ 119.195,11 ; R$ 109.997,10 ; R$ 198.217,12 
CLIENTE 643;São Paulo;8067;01;000302;25/02/2021;01/04/2023;185080,48; R$ 19.442,89 ; R$ 19.055,38 ; R$ 204.135,86 
CLIENTE 644;São Paulo;8067;01;000401;07/04/2021;01/04/2023;206277,1; R$ 1.000,00 ; R$ 1.000,00 ; R$ 207.277,10 
CLIENTE 645;São Paulo;8067;01;001314;19/02/2021;01/04/2023;214866,18; R$ 11.865,40 ; R$ 11.574,53 ; R$ 226.440,71 
CLIENTE 646;São Paulo;8067;01;001409;27/02/2021;01/04/2023;241441,26; R$ 68.855,47 ; R$ 66.982,11 ; R$ 308.423,37 
CLIENTE 647;São Paulo;8314;01;000207;28/02/2021;01/07/2023;180546,65; R$ 7.594,54 ; R$ 7.537,84 ; R$ 188.084,49 
CLIENTE 648;São Paulo;8314;01;000503;26/12/2020;01/07/2023;176993,86; R$ 1.882,93 ; R$ 1.851,86 ; R$ 178.845,72 
CLIENTE 649;São Paulo;8314;01;001602;21/03/2021;01/07/2023;226450,47; R$ 3.028,35 ; R$ 3.000,00 ; R$ 229.450,47 
CLIENTE 650;São Paulo;8497;01;000201;30/03/2021;01/02/2023;163006,99; R$ 20.378,00 ; R$ 20.000,00 ; R$ 183.006,99 
CLIENTE 651;São Paulo;8497;01;000313;31/12/2020;01/02/2023;178186,6; R$ 828,13 ; R$ 800,00 ; R$ 178.986,60 
CLIENTE 652;São Paulo;8497;01;000601;19/02/2021;01/02/2023;194039,6; R$ 827,32 ; R$ 820,74 ; R$ 194.860,34 
CLIENTE 653;São Paulo;8497;01;000816;06/04/2021;01/02/2023;256505,43; R$ 2.000,00 ; R$ 2.000,00 ; R$ 258.505,43 
CLIENTE 654;São Paulo;8520;01;000609;16/03/2021;01/07/2023;166242,92; R$ 1.871,87 ; R$ 1.855,70 ; R$ 168.098,62 
CLIENTE 655;São Paulo;8520;01;001313;27/01/2021;01/07/2023;145742,89; R$ 39.025,69 ; R$ 38.013,89 ; R$ 183.756,78 
CLIENTE 656;São Paulo;8520;01;001817;30/11/2020;01/07/2023;216239,43; R$ 62.261,57 ; R$ 60.514,39 ; R$ 276.753,82 
CLIENTE 657;São Paulo;9820;01;001413;08/09/2020;01/01/2023;191866,98; R$ 61.454,05 ; R$ 58.634,01 ; R$ 250.500,99 
CLIENTE 658;São Paulo;9820;01;000009;15/09/2020;01/01/2023;175546,92; R$ 94.664,20 ; R$ 88.298,64 ; R$ 263.845,56 
CLIENTE 659;São Paulo;9281;01;000706;15/02/2021;01/11/2021;187446,7; R$ 5.526,48 ; R$ 5.470,54 ; R$ 192.917,24 
CLIENTE 660;São Paulo;9804;01;000610;09/03/2021;01/05/2022;243002,3; R$ 1.510,96 ; R$ 1.501,51 ; R$ 244.503,81 
CLIENTE 661;São Paulo;9804;01;000802;09/12/2020;01/05/2022;251837,37; R$ 12.385,68 ; R$ 12.101,38 ; R$ 263.938,75 
CLIENTE 662;São Paulo;9820;01;000206;28/02/2021;01/01/2023;227197,94; R$ 2.465,74 ; R$ 2.420,00 ; R$ 229.617,94 
CLIENTE 663;São Paulo;9820;01;000314;23/02/2021;01/01/2023;94488,58; R$ 128.864,88 ; R$ 127.825,00 ; R$ 222.313,58 
CLIENTE 664;São Paulo;9820;01;000401;22/02/2021;01/01/2023;218639,32; R$ 4.078,09 ; R$ 4.036,14 ; R$ 222.675,46 
CLIENTE 665;São Paulo;9820;01;001101;18/02/2021;01/01/2023;185503,6; R$ 40.693,00 ; R$ 40.413,32 ; R$ 225.916,92 
CLIENTE 666;São Paulo;9820;01;001407;18/02/2021;01/01/2023;175534,36; R$ 75.729,06 ; R$ 74.330,66 ; R$ 249.865,02 
CLIENTE 667;São Paulo;9919;01;001420;26/12/2020;01/10/2023;278393,06; R$ 3.392,12 ; R$ 3.270,00 ; R$ 281.663,06 
CLIENTE 668;São Paulo;9919;01;002124;26/12/2020;01/10/2023;232233,29; R$ 3.387,22 ; R$ 3.312,01 ; R$ 235.545,30 
CLIENTE 669;São Paulo;9834;01;000107;19/02/2021;01/07/2023;161916,74; R$ 1.131,79 ; R$ 1.117,81 ; R$ 163.034,55 
CLIENTE 670;São Paulo;9834;01;000801;27/02/2021;01/07/2023;236012,89; R$ 4.196,86 ; R$ 4.182,88 ; R$ 240.195,77 
CLIENTE 671;São Paulo;9834;01;001812;03/02/2021;01/07/2023;234618,95; R$ 62.789,25 ; R$ 61.473,89 ; R$ 296.092,84 
CLIENTE 672;São Paulo;9835;01;000708;12/02/2021;01/05/2022;152531,75; R$ 31.854,97 ; R$ 31.435,45 ; R$ 183.967,20 
CLIENTE 673;São Paulo;9835;01;000908;17/03/2021;01/05/2022;153965,79; R$ 15.283,50 ; R$ 15.000,00 ; R$ 168.965,79 
CLIENTE 674;São Paulo;9919;01;000407;08/01/2021;01/10/2023;18561,78; R$ 157.674,81 ; R$ 152.378,20 ; R$ 170.939,98 
CLIENTE 675;São Paulo;9863;01;001603;23/02/2021;01/07/2022;139344,77; R$ 102,80 ; R$ 100,00 ; R$ 139.444,77 
CLIENTE 676;São Paulo;9919;01;001218;03/02/2021;01/10/2023;216384,6; R$ 2.261,53 ; R$ 2.200,00 ; R$ 218.584,60 
CLIENTE 677;São Paulo;9882;01;000507;11/02/2021;01/04/2021;190923,34; R$ 2.101,81 ; R$ 2.060,73 ; R$ 192.984,07 
CLIENTE 678;São Paulo;9930;01;000902;20/02/2021;01/07/2022;160826,73; R$ 30.839,04 ; R$ 30.000,00 ; R$ 190.826,73 
CLIENTE 679;São Paulo;9919;01;001717;23/02/2021;01/10/2023;184857,08; R$ 1.953,14 ; R$ 1.900,00 ; R$ 186.757,08 
CLIENTE 680;São Paulo;9919;01;001305;25/02/2021;01/10/2023;219754,01; R$ 21.888,76 ; R$ 21.421,99 ; R$ 241.176,00 
CLIENTE 681;São Paulo;9919;01;001106;26/02/2021;01/10/2023;223963,37; R$ 6.996,35 ; R$ 6.806,00 ; R$ 230.769,37 
CLIENTE 682;São Paulo;9882;01;000402;31/03/2021;01/04/2021;180962,06; R$ 3.298,39 ; R$ 3.298,39 ; R$ 184.260,45 
CLIENTE 683;São Paulo;9882;01;000707;31/03/2021;01/04/2021;190233,95; R$ 759,52 ; R$ 759,52 ; R$ 190.993,47 
CLIENTE 684;São Paulo;9930;01;000411;28/02/2021;01/07/2022;188491,33; R$ 254,73 ; R$ 250,00 ; R$ 188.741,33 
CLIENTE 685;São Paulo;9930;01;000905;28/02/2021;01/07/2022;150348,7; R$ 5.661,01 ; R$ 5.556,00 ; R$ 155.904,70 
CLIENTE 686;São Paulo;9919;01;001323;09/03/2021;01/10/2023;218492,08; R$ 3.018,90 ; R$ 3.000,00 ; R$ 221.492,08 
CLIENTE 687;São Paulo;9919;01;000710;16/03/2021;01/10/2023;142780,63; R$ 35.387,85 ; R$ 34.983,49 ; R$ 177.764,12 
CLIENTE 688;São Paulo;9919;01;000813;23/03/2021;01/10/2023;148908,22; R$ 25.037,80 ; R$ 25.000,00 ; R$ 173.908,22 
CLIENTE 689;São Paulo;3131;01;000204;15/10/2020;01/01/2023;194925,42; R$ 73.075,33 ; R$ 68.479,15 ; R$ 263.404,57 
CLIENTE 690;São Paulo;3131;01;000210;30/09/2020;01/01/2023;214041,75; R$ 40.860,02 ; R$ 38.606,88 ; R$ 252.648,63 
CLIENTE 691;São Paulo;3131;01;000508;23/09/2020;01/01/2023;149837,68; R$ 120.098,89 ; R$ 112.239,27 ; R$ 262.076,95 
CLIENTE 692;São Paulo;3131;01;000510;31/10/2020;01/01/2023;195441,32; R$ 90.956,48 ; R$ 85.939,68 ; R$ 281.381,00 
CLIENTE 693;São Paulo;3131;01;000612;30/09/2020;01/01/2023;239156,27; R$ 42.875,83 ; R$ 40.353,64 ; R$ 279.509,91 
CLIENTE 694;São Paulo;3131;01;000712;28/02/2021;01/01/2023;231916,12; R$ 51.883,25 ; R$ 51.316,25 ; R$ 283.232,37 
CLIENTE 695;São Paulo;3131;01;000909;31/10/2020;01/01/2023;126255,58; R$ 80.439,62 ; R$ 76.224,18 ; R$ 202.479,76 
CLIENTE 696;São Paulo;6924;01;000410;27/02/2021;01/04/2023;273031,33; R$ 4.831,45 ; R$ 4.755,94 ; R$ 277.787,27 
CLIENTE 697;São Paulo;6924;01;000810;22/12/2020;01/04/2023;168407,57; R$ 116.091,25 ; R$ 110.881,12 ; R$ 279.288,69 
CLIENTE 698;São Paulo;7507;01;000109;14/07/2020;01/02/2022;31631,34; R$ 179.488,47 ; R$ 167.751,22 ; R$ 199.382,56 
CLIENTE 699;São Paulo;7507;01;000710;16/12/2020;01/02/2022;187055,27; R$ 8.723,07 ; R$ 8.500,00 ; R$ 195.555,27 
CLIENTE 700;São Paulo;7804;01;001004;31/10/2020;01/06/2022;160140,51; R$ 31.649,02 ; R$ 30.600,91 ; R$ 190.741,42 
CLIENTE 701;São Paulo;7836;01;000043;23/11/2020;01/01/2023;202880,11; R$ 6.898,29 ; R$ 6.572,78 ; R$ 209.452,89 
CLIENTE 702;São Paulo;8067;01;000310;31/10/2020;01/04/2023;234811,6; R$ 62.106,43 ; R$ 58.400,40 ; R$ 293.212,00 
CLIENTE 703;São Paulo;8067;01;000910;31/10/2020;01/04/2023;247154,15; R$ 61.911,47 ; R$ 58.219,70 ; R$ 305.373,85 
CLIENTE 704;São Paulo;8067;01;001407;22/10/2020;01/04/2023;127361,26; R$ 52.189,18 ; R$ 49.015,86 ; R$ 176.377,12 
CLIENTE 705;São Paulo;8067;01;001410;31/10/2020;01/04/2023;252856,8; R$ 59.101,51 ; R$ 56.917,71 ; R$ 309.774,51 
CLIENTE 706;São Paulo;8067;01;001413;22/10/2020;01/04/2023;189125,34; R$ 75.598,84 ; R$ 71.035,83 ; R$ 260.161,17 
CLIENTE 707;São Paulo;8314;01;000205;26/12/2020;01/07/2023;158381,16; R$ 21.916,78 ; R$ 21.000,00 ; R$ 179.381,16 
CLIENTE 708;São Paulo;8314;01;000504;24/12/2020;01/07/2023;174674,41; R$ 29.969,62 ; R$ 29.000,00 ; R$ 203.674,41 
CLIENTE 709;São Paulo;8497;01;000103;26/12/2020;01/02/2023;170923,4; R$ 5.182,66 ; R$ 5.000,00 ; R$ 175.923,40 
CLIENTE 710;São Paulo;8497;01;000407;27/02/2021;01/02/2023;181250,9; R$ 3.065,39 ; R$ 3.000,00 ; R$ 184.250,90 
CLIENTE 711;São Paulo;8497;01;000605;10/03/2021;01/02/2023;181358,72; R$ 6.094,50 ; R$ 6.000,00 ; R$ 187.358,72 
CLIENTE 712;São Paulo;8497;01;000904;08/04/2021;01/02/2023;247919,02; R$ 6.607,30 ; R$ 6.607,30 ; R$ 254.526,32 
CLIENTE 713;São Paulo;9820;01;000708;24/07/2020;01/01/2023;184001,85; R$ 60.420,37 ; R$ 57.097,89 ; R$ 241.099,74 
CLIENTE 714;São Paulo;8520;01;000105;24/02/2021;01/07/2023;157496,89; R$ 12.049,82 ; R$ 11.803,60 ; R$ 169.300,49 
CLIENTE 715;São Paulo;8520;01;000118;30/11/2020;01/07/2023;103859,42; R$ 168.193,87 ; R$ 158.026,14 ; R$ 261.885,56 
CLIENTE 716;São Paulo;8520;01;000502;30/11/2020;01/07/2023;148557,45; R$ 85.420,61 ; R$ 80.399,83 ; R$ 228.957,28 
CLIENTE 717;São Paulo;8520;01;000505;30/11/2020;01/07/2023;106864,01; R$ 73.013,27 ; R$ 69.274,33 ; R$ 176.138,34 
CLIENTE 718;São Paulo;8520;01;000518;30/11/2020;01/07/2023;211200,84; R$ 32.836,42 ; R$ 31.899,30 ; R$ 243.100,14 
CLIENTE 719;São Paulo;9820;01;001213;28/07/2020;01/01/2023;165613,61; R$ 86.505,52 ; R$ 80.477,31 ; R$ 246.090,92 
CLIENTE 720;São Paulo;8520;01;000612;30/11/2020;01/07/2023;212515,73; R$ 32.318,04 ; R$ 31.399,30 ; R$ 243.915,03 
CLIENTE 721;São Paulo;8520;01;000702;06/12/2020;01/07/2023;225384,22; R$ 9.011,51 ; R$ 8.775,98 ; R$ 234.160,20 
CLIENTE 722;São Paulo;8520;01;000709;30/11/2020;01/07/2023;139064,85; R$ 41.632,12 ; R$ 39.417,37 ; R$ 178.482,22 
CLIENTE 723;São Paulo;8520;01;000716;17/12/2020;01/07/2023;99821,73; R$ 76.342,46 ; R$ 75.000,00 ; R$ 174.821,73 
CLIENTE 724;São Paulo;8520;01;000805;13/02/2021;01/07/2023;79720,19; R$ 101.957,76 ; R$ 100.000,00 ; R$ 179.720,19 
CLIENTE 725;São Paulo;8520;01;001318;30/11/2020;01/07/2023;100006,78; R$ 178.492,31 ; R$ 168.093,06 ; R$ 268.099,84 
CLIENTE 726;São Paulo;8520;01;001402;27/02/2021;01/07/2023;218517,25; R$ 75.699,20 ; R$ 75.000,00 ; R$ 293.517,25 
CLIENTE 727;São Paulo;8520;01;001417;28/12/2020;01/07/2023;137207,69; R$ 142.397,61 ; R$ 139.000,00 ; R$ 276.207,69 
CLIENTE 728;São Paulo;8520;01;001601;12/12/2020;01/07/2023;215979,04; R$ 55.176,78 ; R$ 52.894,00 ; R$ 268.873,04 
CLIENTE 729;São Paulo;8520;01;001802;26/02/2021;01/07/2023;221951,57; R$ 75.699,20 ; R$ 75.000,00 ; R$ 296.951,57 
CLIENTE 730;São Paulo;8520;01;001901;28/12/2020;01/07/2023;227277,65; R$ 49.492,13 ; R$ 48.000,00 ; R$ 275.277,65 
CLIENTE 731;São Paulo;8520;01;001902;28/02/2021;01/07/2023;273658,19; R$ 22.977,80 ; R$ 22.893,32 ; R$ 296.551,51 
CLIENTE 732;São Paulo;8520;01;002012;24/03/2021;01/07/2023;286313,52; R$ 879,31 ; R$ 863,00 ; R$ 287.176,52 
CLIENTE 733;São Paulo;9820;01;001208;30/07/2020;01/01/2023;190915,81; R$ 68.763,68 ; R$ 65.123,69 ; R$ 256.039,50 
CLIENTE 734;São Paulo;8520;01;002018;07/12/2020;01/07/2023;214198,2; R$ 73.096,63 ; R$ 70.455,59 ; R$ 284.653,79 
CLIENTE 735;São Paulo;8520;01;002112;26/02/2021;01/07/2023;224527,82; R$ 75.699,20 ; R$ 75.000,00 ; R$ 299.527,82 
CLIENTE 736;São Paulo;9820;01;000602;31/07/2020;01/01/2023;172651,4; R$ 49.535,62 ; R$ 46.041,81 ; R$ 218.693,21 
CLIENTE 737;São Paulo;9820;01;000918;31/07/2020;01/01/2023;198788,48; R$ 37.710,31 ; R$ 35.910,58 ; R$ 234.699,06 
CLIENTE 738;São Paulo;9820;01;000508;31/07/2020;01/01/2023;179721,91; R$ 63.322,92 ; R$ 60.105,79 ; R$ 239.827,70 
CLIENTE 739;São Paulo;9820;01;001307;10/08/2020;01/01/2023;30735,82; R$ 223.480,83 ; R$ 209.028,04 ; R$ 239.763,86 
CLIENTE 740;São Paulo;9820;01;000111;12/08/2020;01/01/2023;174221,4; R$ 51.669,55 ; R$ 48.955,13 ; R$ 223.176,53 
CLIENTE 741;São Paulo;9820;01;001513;27/08/2020;01/01/2023;195145,38; R$ 100.049,36 ; R$ 95.014,58 ; R$ 290.159,96 
CLIENTE 742;São Paulo;9820;01;001207;31/08/2020;01/01/2023;120570,03; R$ 119.819,43 ; R$ 114.077,59 ; R$ 234.647,62 
